36.03,Open chest coronary artery angioplasty 
36.04,Intracoronary artery thrombolytic infusion 
36.05,Multiple vessel percutaneous transluminal coronary 
36.06,Insertion of coronary artery stent(s) 
36.07,Insertion of drug -eluting coronary artery stent(s) 
36.09,Other removal of coronary artery obstruction 
36.1,Aortocoronary bypass for heart revascularization not otherwise specified 
36.1,"Aortocoronary bypass for heart revascularization, not otherwise specified "
36.11,Aortocoronary bypass of one coronary artery 
36.12,Aortocoronary bypass of two coronary arteries 
36.13,Aortocoronary bypass of three coronary arteries 
36.14,Aortocoronary bypass of four or more coronary arteries 
36.15,Single internal Mammary-coronary artery bypass 
36.16,Double internal Mammary-coronary artery bypass 
36.17,Abdominal-coronary artery bypass 
36.19,Other bypass anastomosis for heart revascularization 
36.2,Heart revascularization by arterial implant 
36.3,Other heart revascularization 
36.31,Open chest transmyocardial revascularization 
36.32,Other transmyocardial revascularization 
36.33,Endoscopic transmyocardial revascularization 
36.34,Percutaneous transmyocardial revascularization 
36.39,Other heart revascularization 
36.91,Repair of aneurysm of coronary vessel 
36.99,Other operations on vessels of heart 
37,Pericardiocentesis 
37.1,Incision of heart not otherwise specified 
37.11,Cardiotomy 
37.12,Pericardiotomy 
37.2,Spinal subarachnoid-ureteral shunt 
37.2,Noninvasive programmed electrical stimulation (NIPS) 
37.21,Right heart cardiac catheterization 
37.22,Left heart cardiac catheterization 
37.23,Combined right and left heart cardiac catheterization 
37.24,Biopsy of pericardium 
37.25,Biopsy of heart 
37.26,Cardiac electrophysiologic stimulation and recording studies 
37.27,Cardiac mapping 
37.28,Intracardial echocardiography 
37.29,Other diagnostic procedures on heart and pericardium 
37.31,Pericardiectomy 
37.32,Excision of aneurysm of heart 
37.33,Excision of destruction on other lesion or tissue of heart 
37.34,Catheter ablation of lesion or tissues of heart 
37.35,Partial ventriculectomy 
37.36,Excision or destruction of left atrial appendage (LAA) 
37.4,Repair of heart and pericardium 
37.41,Implantation of prosthetic cardiac support device around the heart 
37.49,Other repair of heart and pericardium 
37.5,Heart transplantation 
37.51,Heart transplantation 
37.52,Implantation of total internal biventricular heart replacement heart system 
37.53,Replacement or repair of thoracic unit of (total) replacement heart system 
37.54,Replacement or repair of other implantable component of (total) replacement heart system 
37.55,Removal of internal biventricular heart replacement system 
37.6,Implantation or insertion of biventricular external heart assist system 
37.61,Implant of pulsation baloon 
37.62,Implant of other heart assist system 
37.63,Replacement and repair of heart assist system 
37.64,Removal of heart assist system 
37.65,Implant of external pulsatile heart assist system 
37.66,Implant of an implantable pulsatile heart assist system 
37.67,Implantation of cardiomyostimulation system 
37.68,Insertion of pertaneous external heart assist device 
37.7,Initial insertion of lead [electrode] not otherwise specified 
37.7,"Initial insertion of lead (electrode), not otherwise specified "
37.71,Initial insertion of transvenous lead [electrode] into ventricle 
37.72,Initial insertion of transvenous leads [electrodes] into atrium 
37.73,Initial insertion of transvenous lead [electrode] into atrium 
37.74,Insertion of replacement of epicardial lead [electrode] into epicardium 
37.75,Revision of lead [electrode] 
37.76,Replacement of transvenous atrial and/or ventricular lead(s)[electrode] 
37.77,Removal of lead(s)[electrode] without replacement 
37.78,"Insertion, replacement, removal and revision of pacemaker device "
37.79,Revision or relocation of pacemaker pocket 
37.8,"Insertion of permanent pacemaker, initial or replacement, type of device not specified "
37.81,Initial insertion of single-chamber device not specified as rate responsive 
37.82,Initial insertion of single-chamber device rate responsive 
37.83,Initial insertion of dual-chamber device 
37.85,Replacement of any type of pacemaker device with single-chamber device not specified as rate responsive 
37.86,Replacement of any type of pacemaker device with single-chamber device rate responsive 
37.87,Replacement of any type pacemaker device with dual-chamber device 
37.89,Revision or removal of pacemaker device 
37.9,Other shunt of spinal theca 
37.9,Insertion of left atrial appendage device 
37.91,Open chest cardiac massage 
37.92,Injection of therapeutic substance into heart 
37.93,Injection of therapeutic substance into pericardium 
37.94,Implantation or replacement of automatic cardioverter/defibrillator total system [AICD] 
37.95,Implantation of automatic cardioverter/defibrillator with lead(s) only 
37.96,Implantation of automatic cardioverter/defibrillator pulse generator only 
37.97,Replacement of automatic cardioverter/defibrillator with lead(s) only 
37.98,Replacement of automatic cardioverter/defibrillator pulse generator only 
37.99,Other oprations on heart and pericardium 
38,Incision of vessel unspecified site 
38,Incision of vessel 
38,Injection of destructive agent into spinal canal 
38,"Incision of vessel, unspecified site "
38.01,Incision of vessel intracranial vessels 
38.02,Incision of vessel other vesel of head and neck 
38.03,Incision of vessel upper limb vessels 
38.04,Incision of vessel aorta abdominal 
38.05,Incision of vessel thoracic vessels 
38.06,Incision of vessel abdominal arteries 
38.07,Incision of vessel abdominal veins 
38.08,Incision of vessel lower limb arteries 
38.09,Incision of vessel lower limb veins 
38.1,Endarterectomy unspecified site 
38.1,"Endarterectomy, unspecified site "
38.11,Endarterectomy intracranial vessels 
38.12,Endarterectomy other vesel of head and neck 
38.13,Endarterectomy upper limb vessels 
38.14,Emdarterectopmy aorta abdominal 
38.15,Endarterectomy thoracic vessels 
38.16,Endarterectomy abdominal arteries 
38.18,Endarterectomy lower limb arteries 
38.21,Biopsy of blod vessels 
38.22,Percutaneous angioscopy 
38.23,Intravascular spectroscopy 
38.24,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT] 
38.25,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT] 
38.29,Other diagnostic procedures on blood vessels 
38.3,Resection of vessel with anastomosis unspecified site 
38.3,"Resection of vessel with anastomosis, unspecified site "
38.31,Resection of vessel with anastomosis intracranial vessels 
38.32,Resection of vessel with anastomosis other vesel of head and neck 
38.33,Resection of vessel with anastomosis upper limb vessels 
38.34,Resectin of vessel with anastomosis aorta abdominal 
38.35,Resection of vessel with anastomosis thoracic vessels 
38.36,Resection of vessel with anastomosis abdominal arteries 
38.37,Incision of vessel abdominal arteries 
38.38,Resection of vessel with anastomosis lower limb arteries 
38.39,Resection of vessel with anastomosis lower limb veins 
38.4,Resection of vessel with replacement unspecified site 
38.4,"Resection of vessel with replacement, unspecified site "
38.41,Resection of vessel with replacement intracranial vessels 
38.42,Resection of vessel with replacement other vesel of head and neck 
38.43,Resection of vessel with replacement upper limb vessels 
38.44,Resectin of vessel with replacement aorta abdominal 
38.45,Resection of vessel with replacement thoracic vessels 
38.46,Resection of vessel with replacement abdominal arteries 
38.47,Resection of vessel with replacement abdominal veins 
38.48,Resection of vessel with replacement lower limb arteries 
38.49,Resection of vessel with replacement lower limb veins 
38.5,Ligation and stripping of varicose veins unspecified site 
38.5,"Ligation and stripping of varicose veins, unspecified site "
38.51,Ligation and stripping of varicose veins intracranial vessels 
38.52,Ligation and stripping of varicose veins other vesel of head and neck 
38.53,Ligation and stripping of varicose veins upper limb vessels 
38.55,Ligation and stripping of varicose veins thoracic vessels 
38.57,Ligation and stripping of varicose veins abdominal veins 
38.59,Ligation and stripping of varicose veins lower limb veins 
38.6,Other excision of vessel unspecified site 
38.6,"Other excision of vessels, unspecified site "
38.61,Other excision of vessel intracranial vessels 
38.62,Other excision of vessel other vesel of head and neck 
38.63,Other excision of vessel upper limb vessels 
38.64,Other excision of vessel aorta abdominal 
38.65,Other excision of vessel thoracic vessels 
38.66,Other excision of vessel abdominal arteries 
38.67,Other excision of vesselabdominal veins 
38.68,Other excision of vessel lower limb arteries 
38.69,Other excision of vessel lower limb veins 
38.7,Interruption of the vena cava 
38.8,Other surgical occlusion of vessels 
38.8,"Other surgical occlusion of vessels, unspecified site "
38.81,"Other surgical occlusion of vessels,intracranial vessels "
38.82,"Other surgical occlusion of vessels, other vessels of head and neck "
38.83,"Other surgical occlusion of vessels, upper limb vessels "
38.84,"Other surgical occlusion of vessels, aorta, abdominal "
38.85,"Other surgical occlusion of vessels, other thoracic vessels "
38.86,"Other surgical occlusion of vessels, abdominal arteries "
38.87,"Other surgical occlusion of vessels, abdominal veins "
38.88,"Other surgical occlusion of vessels, lower limb arteries "
38.89,"Other surgical occlusion of vessels, lower limb veins "
38.91,Arterial catheterization 
38.92,Umbilical vein catheterization 
38.93,"Venous catheterization, not elsewhere classified "
38.94,Venous cutdown 
38.95,Venous catheterization for renal dialysis 
38.97,Central venous catheter placement with guidance 
38.98,Other puncture of artery 
38.99,Other puncture of vein 
39,Insertion of catheter into spinal canal for infusion 
39,Systemic to pulmonary artery shunt 
39,Systemic to pulmonary artery shunt 
39.1,Intra abdominal venous shunt 
39.1,Injection of anesthetic into spinal canal for analgessia 
39.2,Injection of other agent into spinal canal 
39.2,Other shunt or vascular bypass 
39.21,Caval-pulmonary artery anastomosis 
39.22,Aorta subclavian carotid by pass 
39.23,Other intra thoracic vascular shunt or by pass 
39.24,Aorta renal bypass 
39.25,Aorta -iliac- femoral by pass 
39.26,Other intra abdomial vascular shunt or by pass 
39.27,Arteriovenostomy for renal dialysis 
39.28,Extracranial-intracranial (EC-IC) vascular by pass 
39.29,Other (peripheral) vascular shunt or bypass 
39.3,Suture of vessel 
39.3,Insertion or replacement of spinal neurostimulator 
39.3,Suture of unspecified blood vessel 
39.31,Suture of artery 
39.32,Suture of vein 
39.4,Removal of spinal neurostimulator 
39.41,Control of hemmorhage following vascular surgery 
39.42,Revision of arteriovenous shunt for renal dialysis 
39.43,Removal of arteriovenous shunt for renal dialysis 
39.49,Other revision of vascular procedures 
39.5,Spinal blood patch 
39.5,Angioplasty or atherectomy of non-coronary vessel 
39.5,Angioplasty or atherectomy of other non-coronary vessel(s) 
39.51,Clipping of anneurysm 
39.52,Other repair of aneurysm 
39.53,Repair of arteriovenous fistula 
39.54,Re-entry operation (aorta) 
39.55,Reimplantation of aberrant renal vessel 
39.56,Repair of blood vessel with tissue 
39.57,Repair of blood with synthetic patch graft 
39.58,Repair of blood vessel with unspecified type of patch graft 
39.59,Other repair of vessel 
39.6,Percutaneus denervation of facet 
39.6,Extracorporeal circulation and procedure auxialiary to heart 
39.61,Extracorporeal circulation auxiliary to open heart surgery 
39.62,Hypothermia (systemic) incidental to open heart surgery 
39.63,Cardioplegia 
39.64,Intraoperative cardiac pacemaker 
39.65,Extracorporeal membrane oxygenation 
39.66,Percutaneous cardiopulmonary bypass 
39.7,Revision of spinal thecal shunt 
39.71,Endovascular implantation of graft in abdominal aorta 
39.72,Endovascular repair or occlusion of head and neck vessels 
39.73,Endovascular implantation of graft in thoracic aorta 
39.74,Endovascular removal of obstruction from head and neck vessel (s) 
39.75,Endovascular embolization or occlusion of vessel(s) of head or neck using bare coils 
39.76,Endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils 
39.79,Other endovascular repair (of aneurysm) of other vessels 
39.8,Removal of spinal thecal shunt 
39.8,Operations on carotid body and other vascula bodies 
39.9,Other operations on vessel 
39.9,Other operation on spinal 
39.9,Insertion of non-drug -eluting peripheral vessel stent(s) 
39.91,Freeing the vessel 
39.92,Injection of sclerosing agent into vein 
39.93,Insertion of vessel-to-vessel canula 
39.94,Replacement of vessel-to-vessel canula 
39.95,Hemodialysis 
39.96,Total body perfusion 
39.97,Other perfusion 
39.98,"Control of hemorrhage, not otherwise specified "
39.99,Other operations of vessels 
4,Incision division and excision of cranial 
40,Incision of lymphatic structures 
40,Incision of lymphatic structures 
40.1,Excision of acoustic neuroma 
40.11,Biopsy of lymphatic structures 
40.19,Other diagnostic procedures on lymphatic structures 
40.2,Division of trigeminal nerve 
40.21,Excision of deep cervial lymph node 
40.22,Excision of internal mammary lymph node 
40.23,Excision of axillary lymph node 
40.24,Excision of inguinal lymph node 
40.29,Simple excision of other lymphatic structure 
40.3,Division or crushing of other cranial and peripheral 
40.3,Regional lymph node excsion 
40.4,Other incision of cranial and peripheral nerves 
40.4,Radical neck dissection not otherwise specified 
40.41,Radical neck dissection unilateral 
40.42,Radical neck dissection bilateral 
40.5,Radical excision of lymph nodes not otherwise specified 
40.5,Gasserian ganglionectomy 
40.5,"Radical excision of lymph nodes, not otherwise specified "
40.51,Radical excision of axillary lymph nodes 
40.52,Radical excision of periaortic lymph nodes 
40.53,Radical excision of iliac lymph nodes 
40.54,Radical groin dissection 
40.59,Radical excision of other lymph nodes 
40.6,Other cranial or peripheral ganglionectomy 
40.61,Cannulation of thoracic duct 
40.62,Fistulization of thoracic duct 
40.63,Closure of fistula of thoracic duct 
40.64,Ligation of thoracic duct 
40.69,Other operations on thoracic duct 
40.7,Other excision or avulsion of cranial and peripheral 
40.9,Other operations on lymphatic structures 
41,Bone marrow transplant not otherwise specified 
41,Diagnostic procedural on peripheral nervous system 
41,"Bone marrow transplant, not otherwise specified "
41.01,Autologous bone marrow transplant 
41.02,Allogeneic bone marrow transplant with purging 
41.03,Allogeneic bone marrow transplant without purging 
41.04,Autologous hematopoietic stem cell transplant 
41.05,Allogeneic hematopoietic stem cell transplant 
41.06,Cord blood stem cell transplant 
41.07,Autologous hematopoietic stem cell transplant with purging 
41.08,Allogeneic hematopoietic stem cell transplant with purging 
41.09,Autologous bone marrow transplant with purging 
41.1,Close (percutaneous) (needle) biopsy of cranial or peripheral 
41.2,Open biopsy of cranial or peripheral nerve or ganglion 
41.2,Splenotomy 
41.31,Biopsy of bone marrow 
41.32,Closed (aspiration) (percutaneous) biopsy of spleen 
41.33,Open biopsy of spleen 
41.38,Other diagnostic procedures on bone marrow 
41.39,Other diagnostic procedures on spleen 
41.41,Marsupialization of splenic cyst 
41.42,Excision of lesion or tissue of spleen 
41.43,Partian splenectomy 
41.5,Total splenectomy 
41.9,Other diagnostic procedures on cranial and peripheral 
41.91,Aspiration of bone marrow from donor for transplant 
41.92,Injection into bone marrow 
41.93,Excision of accessory spleen 
41.94,Transplantation of spleen 
41.95,Repair and plastic operations on spleen 
41.98,Other operations on bone marrow 
41.99,Other operations on spleen 
42,Destruction of cranial and peripheral nerves 
42.01,Incision of eshopageal web 
42.09,Other incision of esophagus 
42.1,Esophagostomy not otherwise specified 
42.1,"Esophagostomy, not otherwise specified "
42.11,Cervical esophagostomy 
42.12,Exteriorization of esopagheal pouch 
42.19,Other external fistulization of esophagus 
42.21,Operative esophagoscopy by incision 
42.22,Esophagoscopy through artificial stoma 
42.23,Other esophagoscopy 
42.24,Closed (endoscopic) biopsy of esophagus 
42.25,Open biopsy of esophagus 
42.29,Other diagnostic procedures on esophagus 
42.31,Local excision of esophageal diverticulum 
42.32,Local excision of other lesion or tissue of esophagus 
42.33,Endoscopic excision or destruction of lesion or tissue of esophagus 
42.39,Other destruction of lesion or tissue of esophagus 
42.4,Esophagectomy not otherwise specified 
42.4,"Esophagectomy, not otherwise specified "
42.41,Partial esophagectomy 
42.42,Total esophagectomy 
42.51,Intrathoracic esophagoesophagostomy 
42.52,Intrathoracic esophagogastrostomy 
42.53,Intrathoracic esophageal anastomosis with interposition of small bowel 
42.54,Other intrathoracic esophagoenterostomy 
42.55,Intrathoracic esophageal anastomosis with interposition of colon 
42.56,Other intrathoracic esophagocolostomy 
42.58,Intrathoracic esophageal anastomosis with other interposition 
42.59,Other intrathoracic anastomosis of esophagus 
42.61,Antesternal esophagoesophagostomy 
42.62,Antesternal esophagogastrostomy 
42.63,Antesternal esophageal anastomosis with interposition of small bowel 
42.64,Other antesternal esophagoenterostomy 
42.65,Antesternal esophageal anastomosis with interposition of colon 
42.66,Other antesternal esophagocolostomy 
42.68,Antesternal esophageal anastomosis with interposition 
42.69,Other antesternal anastomosis of esophagus 
42.7,Esophagomyotomy 
42.81,Insertion of permanent tube into esophagus 
42.82,Suture of laceration of esophagus 
42.83,Closure of esophagostomy 
42.84,Repair of esophageal fistula not elsewhere classified 
42.85,Repair of esophageal structure 
42.86,Production of subcutaneous tunnel without esophageal anastomosis 
42.87,Other graft of esopagus 
42.89,Other repair of esopagus 
42.91,Ligation of esophageal varices 
42.92,Dilation of esophagus 
42.99,Other operations on esophagus 
43,Suture of cranial and peripheral nerves 
43,Gastrotomy 
43.11,Percutaneous (endoscopic) gastrostomy (PEG) 
43.19,Other gastrostomy 
43.3,Pyloromyotomy 
43.41,Endoscopic excision or destruction of lesion or tissue of stomach 
43.42,Local excision of other lesion or tissue of stomach 
43.49,Other destruction of lesion or tissue of stomach 
43.5,Partial gastrectomy with anastomosis to esophagus 
43.6,Partial gastrectomy with anastomosis to duodenum 
43.7,Partial gastrectomy with anastomosis to jejunum 
43.81,Partial gastrectomy with jejunal transposition 
43.89,Other partial gastrectomy 
43.91,Total gastrectomy with intestinal interposition 
43.99,Other total gastrectomy 
44,Vagotomy not otherwise specified 
44.01,Truncal vagotomy 
44.02,Highly selective vagotomy 
44.03,Other selective vagotomy 
44.11,Transabdominal gastroscopy 
44.12,Gastroscopy through artificial stoma 
44.13,Other gastroscopy 
44.14,Closed biopsy of stomach (endoscopic) 
44.15,Open biopsy of stomach 
44.19,Other diagnostic procedures on stomach 
44.2,Other cranial nerve decompression 
44.21,Dilation of pylorus by incision 
44.22,Endoscopic dilation of pylorus 
44.29,Other pyloroplasty 
44.3,Release of carpal tunnel 
44.31,High gastric bypass 
44.32,Percutaneous [endoscopic] gastrojejunustomy 
44.38,Laparoscopic gastroenterostomy 
44.39,Other gastroenterostomy 
44.4,Release of tarsal tunnel 
44.4,Suture of peptic ulcer not otherwise specified 
44.4,"Suture of peptic ulcer, not otherwise specified "
44.41,Suture of gastric ulcer site 
44.42,Suture of duodenal ulcer site 
44.43,Endoscopic control of gastric or duodenal bleeding 
44.44,Transcatheter embolization for gastric or duodenal bleeding 
44.49,Other control of hemorrhage of stomach or duodenum 
44.5,Revision of gastric anastomosis 
44.61,Suture of laceration of stomach 
44.62,Closure of gastrostomy 
44.63,Closure of other gastric fistula 
44.64,Gastropexy 
44.65,Esophagogastroplasty 
44.66,Other procedures for creation of esophagogastric sphincteric competence 
44.67,Laparoscopic procedures for creation of esophagogastric spincteric competence 
44.68,Laparoscopic gastroplasy 
44.69,Other repair of stomach 
44.9,Other peripheral nerve or ganglion decompression or lysis 
44.91,Ligation of gastric varices 
44.92,Intraoperative manipulation of stomach 
44.93,Insertion of gastric bubble (balloon) 
44.94,Removal of gastric bubble (balloon) 
44.95,laparoscopic gastric restricve procedure 
44.96,laparoscopic revision of gastric restrictive procedure 
44.97,laparoscopic removal of gastric restrictive device(s) 
44.98,(Laparoscopic) adjustment of size of adjustable gastric restrictive device 
44.99,Other oparations on stomach 
45,Incision of intestine not otherwise specified 
45,Cranial or peripheral nerve graft 
45,"Incision of intestine, not otherwise specified "
45.01,Incision of duodenum 
45.02,Other incision of small intestine 
45.03,Incision of large intestine 
45.11,Transabdominal endoscopy of small intestine 
45.12,Endoscopy of small intestine through artificial stoma 
45.13,Other Endoscopy Of Small Intestine 
45.14,Closed biopsy of small intestine (endoscopic) 
45.15,Open biopsy of small intestine 
45.16,Esophagogastroduodenoscopy (EGD) with closed biopsy 
45.19,Other diagnostic procedures on small intestine 
45.21,Transabdominal endoscopy of large intestine 
45.22,Endoscopy of large intestine through artificial stoma 
45.23,Colonoscopy 
45.24,Flexible sigmoidoscopy 
45.25,Closed [endoscopic] biopsy of large intestine 
45.26,Open biopsy of large intestine 
45.27,"Intestinal biopsy, site unspecified "
45.28,Other diagnostic procedures on large intestine 
45.29,"Other diagnostic procedures on intestine, site unspecified "
45.3,Endoscopic excision or destruction of lesion of duodenum 
45.31,Other local excision or destruction of lesion of duodenum 
45.32,Other destruction of lesion of duodenum 
45.33,Local excision of lesion or tissue of small intestine except duodenum 
45.34,Other destruction of lesion or tissue of small intestine except duodenum 
45.41,Excision of lesion or tissue of large intestine 
45.42,Endoscopic polypectomy of large intestine 
45.43,Endoscopic excision or destruction of other lesion or tissue of large intestine 
45.49,Other destrudtion of lesion of large intestine 
45.5,Isolation of intestinal segment not otherwise specified 
45.5,"Isolation of intestinal segment, not otherwise specified "
45.51,Isolation of segment of small intestine 
45.52,Isolation of segment of large intestine 
45.61,Multiple segmental resection of small intestine 
45.62,Other partial resection of small intestine 
45.63,Total removal of small intestine 
45.71,Multiple segmental resection of large intestine 
45.72,Cecectomy 
45.73,Right hemicolectomy 
45.74,Resection of transverse colon 
45.75,Left hemicolectomy 
45.76,Sigmoidectomy 
45.79,Other partial excision of large intestine 
45.8,Total intra-abdominal colectomy 
45.81,Laparoscopic total intra-abdominal colectomy 
45.82,Open total intra-abdominal colectomy 
45.83,Other and unspecified total intra-abdominal colectomy 
45.9,"intestinal anastomosis,not otherwise specified "
45.91,Small-to-small intestinal anastomosis 
45.92,Anastomosis of small intensite to rectal stump 
45.93,Other small-to-large intestinal anastomosis 
45.94,Large-to-large intestinal anastomosis 
45.95,Anastomosis to anus 
46,Transposition of cranial and peripheral nerves 
46.01,Exteriorization of small intestine 
46.02,Resection of exteriorized segment of small intestine 
46.03,Exteriorization of large intestine 
46.04,Resection of exteriorized segment of large intestine 
46.1,"Colostomy, not otherwise specified "
46.11,Temporary colostomy 
46.13,Permanent colostomy 
46.14,Delayed opening of colostomy 
46.2,"Ileostomy, not otherwise specified "
46.21,Temporary ileostomy 
46.22,Continent ileostomy 
46.23,Permanent ileostomy 
46.24,Delayed opening of ileostomy 
46.31,Delayed opening of other enterostomy 
46.32,Percutaneous (endoscopic) jejunostomy (PEJ) 
46.39,Other enterostomy 
46.4,Revision of intestinal stoma not otherwise specified 
46.4,"Revision of intestinal stoma, not otherwise specified "
46.41,Revision of stoma of small intestine 
46.42,Repair of pericolostomy hernia 
46.43,Other revision of stoma of large intestine 
46.5,Closure of intestinal stoma not otherwise specified 
46.5,"Closure of intestinal stoma, not otherwise specified "
46.51,Closure of stoma of small intestine 
46.52,Closure of stoma of large intestine 
46.6,Fixation of intestine not otherwise specified 
46.6,"Fixation of intestine, not otherwise specified "
46.61,Fixation of small intestine to abdominal wall 
46.62,Other fixation of small intestine 
46.63,Fixation of large intestine to abdominal wall 
46.64,Other fixation of large intestine 
46.71,Suture of laceration of duodenum 
46.72,Closure of fistula of duodenum 
46.73,Suture of laceration of small intestine except duodenum 
46.74,Closure of fistula of small intestine except duodenum 
46.75,Suture of laceration of large intestine 
46.76,Closure of fistula of large intestine 
46.79,Other repair of intestine 
46.8,Intra-abdominal manipulation of intestine not otherwise specified 
46.8,"Intra-abdominal manipulation of intestine, not otherwise specified "
46.81,Intra-abdominal manipulation of small intestine 
46.82,Intra-abdominal manipulation of large intestine 
46.85,Dilation of intestine 
46.91,Myotomy of sigmoid colon 
46.92,Myotomy of other parts of colon 
46.93,Revision of anastomosis of small intestine 
46.94,Revision of anastomosis of large intestine 
46.95,Local perfusion of small intestine 
46.96,Local perfusion of large intestine 
46.97,Transplat of intestine 
46.99,Other operations on intestines 
47,Other cranial or peripheral neuroplasty 
47.01,Laparoscopic appendectomy 
47.09,Other appendectomy 
47.1,Hypoglossal-facial anastomosis 
47.11,Laparoscopic incidental appendectomy 
47.19,Other incidental appendectomy 
47.2,Accessory-facial anastomosis 
47.2,Drainage of appediceal abscess 
47.3,Accessory-hypoglossal anastomosis 
47.4,Other anastomosis of cranial or peripheral nerve 
47.5,Revision of previous repair of cranial and peripheral nerves 
47.6,Repair of old traumatic injury of cranial and peripheral 
47.9,Other neuroplasty 
47.91,Appendicostomy 
47.92,Closure of appendiceal fistula 
47.99,Other operations on intestines 
48,Peripheral nerve injection NOS 
48,Injection into peripheral nerve 
48,Proctotomy 
48,Proctotomy 
48.1,Injection of anesthetic into perpheral nerve for analgesia 
48.1,Proctostomy 
48.21,Transabdominal proctosigmoidoscopy 
48.22,Proctosigmoidoscopy through artificial stoma 
48.23,Rigid proctosigmoidoscopy 
48.24,Closed [endoscopic] biopsy of rectum 
48.25,Open biopsy of rectum 
48.26,Biopsy of perirectal tissue 
48.29,"Other diagnostic procedures on rectum, rectosigmoid, and perirectal "
48.31,Radical electrocoagulation of rectal lesion or tissue 
48.32,Other electrocoagulation of rectal lesion or tissue 
48.33,Destruction of rectal lesion or tissue by laser 
48.34,Destruction of rectal lesion or tissue by cryosurgery 
48.35,Local excision of rectal lesion or tissue 
48.36,[Endoscopic] polypectomy of rectum 
48.4,"Pull-through resection of rectum, not otherwise specified "
48.41,Soave submucosal resection of rectum 
48.42,Laparoscopic pull-through resection of rectum 
48.43,Open pull-through resection of rectum 
48.49,Other pull-through resection of rectum 
48.5,Abdominoperineal resection of rectum 
48.5,"Abdominoperineal resection of the rectum, not otherwise specified "
48.51,Laparoscopic abdominoperineal resection of the rectum 
48.52,Open abdominoperineal resection of the rectum 
48.59,Other abdominoperineal resection of the rectum 
48.61,Transsacral rectosigmoidectomy 
48.62,Anterior resection of rectum with synchronous colostomy 
48.63,Other anterior resection of rectum 
48.64,Posterior resection of rectum 
48.65,Duhamel resection of rectum 
48.69,Other resection of rectum 
48.71,Suture of laceration of rectum 
48.72,Closure of proctostomy 
48.73,Closure of other rectal fistula 
48.74,Rectorectostomy 
48.75,Abdominal proctopexy 
48.76,Other proctopexy 
48.79,Other repair of rectum 
48.81,Incision of perirectal tissue 
48.82,Excision of perirectal tissue 
48.9,Injection of other agent except neurolytic 
48.91,Incision of rectal stricture 
48.92,Anorectal myectomy 
48.93,Repair of perirectal fistula 
48.99,Other opeartions on rectum and perirectal tissue 
49,Other operations on cranial and peripheral nerves 
49.01,Incision of perianal abscess 
49.02,Other incision of perianal tissue 
49.03,Excision of perianal skin tags 
49.04,Other excision of perianal tissue 
49.1,Neurectatasis 
49.11,Anal fistulotomy 
49.12,Anal fistulectomy 
49.2,Implantation of replecement of peripheral neurostimulator 
49.21,Anoscopy 
49.22,Biopsy of perianal tissue 
49.23,Biopsy of anus 
49.29,Diagnostic procedure on anus and perianal tissue 
49.3,Removal of peipheral neurostimulator 
49.31,Endoscopic excision or destruction of lesion or tissue of anus 
49.39,Other local excision or destruction of lesion or tissue of anus 
49.41,Reduction of hemorrhoids 
49.42,Injection of hemorrhoids 
49.43,Cauterization of hemorrhoids 
49.44,Destruction of hemorrhoids by cryotherapy 
49.45,Ligation of hemorrhoids 
49.46,Excision of hemorrhoids 
49.47,Evacuation of thrombosed hemorrhoids 
49.49,Other procedures on hemorrhoids 
49.51,Left lateral anal sphincterotomy 
49.52,Posterior anal sphincterotomy 
49.59,Other anal sphincterotomy 
49.6,Excision of anus 
49.71,Suture of laceration of anus 
49.72,Anal cerclage 
49.73,Closure of anal fistula 
49.74,Gracilis muscle transplant for anal incontinence 
49.75,Implantation or revision of artificial anal sphincter 
49.76,Removal of artificial anal sphincter 
49.79,Other repair of anal sphincter 
49.9,Other opertions on cranial 
49.91,Incision of anal spectum 
49.92,Insertion of subcutaneous electrical anal stimulator 
49.93,Other incision of anus 
49.94,Reduction of anal prolapse 
49.95,Control of (postoperative) hemorrhage of anus 
49.99,Other operations on anus 
5,Division of sympathetic nerve ganglion 
50,Hepatotomy 
50.11,Closed (percutaneus/needle) biopsy of liver 
50.12,Open biopsy of liver 
50.13,Transjugular liver biopsy 
50.14,Laparoscopic liver biopsy 
50.19,Other diagnostic procedures on liver 
50.21,Marsupialization of lesion of liver 
50.22,Partial hepatectomy 
50.23,Open ablation of liver lesion or tissue 
50.24,Percutaneous ablation of liver lesion or tissue 
50.25,Laparoscopic ablation of liver lesion or tissue 
50.26,Other and unspecified ablation of liver lesion or tissue 
50.29,Other destruction of lesion of liver 
50.3,Lobectomy of liver 
50.4,Total hepatectomy 
50.51,Auxiliary liver transplant 
50.59,Other transplant of liver 
50.61,Closure of leceration of liver 
50.69,Other repair of liver 
50.91,Percutaneous aspiration of liver 
50.92,Extracorporeal hepatic assistance 
50.93,Localized perfusion of liver 
50.94,Other injection of therapeutic substance into liver 
50.99,Other opeartions on liver 
51,Diagnostic procedures on sympathetic nerves or ganglia 
51.01,Percutaneus aspiration of gall bladder 
51.02,Trocar cholecystotomy 
51.03,Other cholecystotomy 
51.04,Other cholecystostomy 
51.1,Biopsy of sympathetic nerve ganglion 
51.1,Endoscopic retrograde cholangiopancreatography (ERCP) 
